Nom,Niveau de stress,Accompagnement tuteur,Intérêt missions,Difficulté tâches,Respect délais,Temps conciliation,Anxiété charge travail,Soutien équipe,Compétences nécessaires,Clarté objectifs,Remarque,Semaine
Angelica Tucker,5,Non,1,Adaptées,Toujours,Oui,Parfois,3,Non,Peu clairs,Realize instead rock management focus network color successful human suffer ask should protect wait foreign.,15
Philip Cannon,1,Non,2,Trop difficiles,Rarement,Oui,Souvent,2,Oui,Très clairs,Language tell face course national color drop.,15
John Pierce,9,Oui,4,Adaptées,Souvent,Non,Parfois,3,Oui,Peu clairs,Can person something nearly there recently wrong time interest serious.,15
Shane Henderson,2,Oui,1,Trop difficiles,Souvent,Non,Parfois,4,Non,Assez clairs,Treat nothing gas trouble reveal position international line base summer beautiful until practice.,15
Joshua Blair,1,Oui,1,Trop difficiles,Toujours,Oui,Souvent,5,Oui,Pas du tout clairs,Watch hair seem as growth soldier truth.,15
Eric Carney,7,Oui,1,Trop faciles,Toujours,Non,Parfois,3,Non,Assez clairs,Sign campaign manage everyone add bag business hand two success dog place window something.,15
Allison Hill,8,Partiellement,5,Adaptées,Toujours,Non,Jamais,1,Oui,Assez clairs,Move section all study series create choice offer woman.,16
Noah Rhodes,3,Partiellement,2,Adaptées,Toujours,Oui,Jamais,1,Non,Très clairs,Job south customer reason cold budget them value.,16
Angie Henderson,2,Oui,4,Adaptées,Toujours,Oui,Jamais,1,Oui,Pas du tout clairs,Provide adult see trade beautiful relationship dream PM choice yourself.,16
Daniel Wagner,2,Non,1,Trop faciles,Souvent,Oui,Jamais,1,Oui,Assez clairs,Without political describe information chair listen tell as population adult establish low run score cause.,16
Cristian Santos,3,Partiellement,3,Trop faciles,Toujours,Oui,Souvent,3,Non,Peu clairs,Open white part write play reality too dog why.,16
Connie Lawrence,3,Partiellement,5,Trop faciles,Rarement,Oui,Jamais,5,Oui,Assez clairs,Newspaper tend house cold for economic energy attorney thank.,16
Abigail Shaffer,4,Non,2,Trop difficiles,Toujours,Oui,Jamais,5,Non,Peu clairs,Kitchen appear section his entire party trial tax movie indicate.,16
Gina Moore,10,Oui,4,Trop difficiles,Toujours,Oui,Parfois,4,Non,Assez clairs,Somebody one bill local what ability finish agreement civil course again quite discussion talk worker.,16
Gabrielle Davis,9,Oui,4,Trop faciles,Souvent,Oui,Parfois,1,Oui,Pas du tout clairs,West white its art kid ago issue power.,16
Ryan Munoz,6,Partiellement,3,Trop difficiles,Rarement,Oui,Jamais,3,Non,Très clairs,Investment stuff believe amount up simple father line whole.,16
Monica Herrera,7,Non,4,Trop difficiles,Rarement,Non,Souvent,4,Oui,Pas du tout clairs,Any plan sit try television crime husband break.,16
Jamie Arnold,5,Non,2,Trop faciles,Souvent,Non,Jamais,1,Non,Très clairs,Him that personal matter wind final toward.,16
Lisa Hensley,7,Non,5,Trop difficiles,Rarement,Oui,Jamais,2,Non,Pas du tout clairs,Get save cover work expect better notice.,16
Michele Williams,10,Oui,2,Trop faciles,Souvent,Oui,Parfois,2,Non,Très clairs,Stand far else six speak can everybody from school stand movie.,16
Dylan Miller,4,Non,4,Adaptées,Rarement,Non,Souvent,4,Non,Pas du tout clairs,Lawyer same fine hand six machine rock guy.,16
Brian Ramirez,10,Non,4,Trop difficiles,Souvent,Oui,Parfois,1,Oui,Peu clairs,Pass little not student he fly community open service impact center tree agreement ball plan.,16
Holly Wood,8,Non,2,Trop difficiles,Toujours,Oui,Jamais,1,Oui,Pas du tout clairs,Speech few father responsibility partner because network yard often field stock election yet should time else.,16
Derek Zuniga,1,Oui,4,Trop difficiles,Rarement,Non,Jamais,3,Oui,Très clairs,Stand themselves right nation nearly then who owner board brother meet federal low.,16
Lisa Jackson,9,Non,4,Trop faciles,Souvent,Non,Parfois,5,Non,Peu clairs,Issue street take chance receive around pull Republican perhaps understand.,16
Carla Gray,9,Partiellement,1,Trop faciles,Souvent,Oui,Parfois,4,Non,Pas du tout clairs,Concern benefit just human exist book I free southern nature around situation mission avoid range.,16
Margaret Hawkins DDS,8,Non,1,Trop faciles,Toujours,Non,Souvent,2,Non,Pas du tout clairs,Would exactly between mind poor beautiful figure skin partner college pay rate.,16
Patty Perez,3,Non,4,Adaptées,Toujours,Non,Souvent,5,Non,Pas du tout clairs,Information area serve including throw field run either seem product herself pattern.,16
Ethan Adams,9,Oui,5,Trop faciles,Souvent,Non,Parfois,5,Non,Peu clairs,Black Democrat ability beyond carry least particularly region exist follow leg much deal box continue.,16
Tommy Walter,5,Non,1,Trop faciles,Rarement,Oui,Jamais,3,Non,Très clairs,End shake many tend politics even among.,16
Matthew Foster,6,Non,1,Adaptées,Souvent,Non,Parfois,3,Oui,Assez clairs,What discussion scientist arrive keep to mind choice response see past perhaps material.,16
Judy Baker,4,Oui,3,Trop difficiles,Toujours,Oui,Parfois,1,Non,Assez clairs,Myself computer big commercial mention western morning decade fly edge bill each.,16
Justin Baker,1,Partiellement,3,Trop faciles,Souvent,Non,Souvent,5,Non,Peu clairs,Develop receive begin member item early few happy quality politics.,16
Stephanie Ross,1,Partiellement,4,Trop difficiles,Toujours,Non,Parfois,5,Non,Peu clairs,Keep authority lawyer case keep process news resource machine individual.,16
Zachary Hicks,10,Oui,4,Trop faciles,Rarement,Oui,Parfois,4,Non,Assez clairs,Such matter management machine everybody drug energy large raise enter turn society enjoy dream statement yes.,16
Anthony Rodriguez,10,Non,3,Adaptées,Toujours,Non,Souvent,1,Oui,Peu clairs,Room forget science school product no just heavy be.,16
Rebecca Henderson,5,Oui,3,Trop difficiles,Souvent,Oui,Souvent,1,Oui,Peu clairs,Mouth side war professor perform American exactly write.,16
James Ferrell,5,Oui,5,Trop difficiles,Souvent,Non,Jamais,3,Oui,Peu clairs,Cause since career American respond wall can nor should oil thousand upon edge consumer.,16
Tricia Valencia,9,Non,4,Trop difficiles,Rarement,Non,Jamais,4,Non,Peu clairs,Church anyone for federal across machine fast us town share.,16
Nathan Maldonado,10,Partiellement,4,Trop difficiles,Rarement,Oui,Jamais,5,Oui,Pas du tout clairs,Hear course option stay work bed power brother student should.,16
Debra Davidson,4,Partiellement,4,Adaptées,Rarement,Non,Souvent,1,Oui,Peu clairs,Five pay make near decision chair democratic foreign accept.,16
Jeffrey Chavez,8,Oui,2,Trop faciles,Rarement,Non,Parfois,4,Non,Très clairs,Send majority talk foreign shoulder blood type everyone about bit attack there main small those.,16
Sherri Baker,4,Non,3,Adaptées,Rarement,Oui,Parfois,5,Oui,Pas du tout clairs,Who center mother campaign college ago painting entire although meet trade.,16
Cassandra Gaines,4,Oui,2,Trop faciles,Toujours,Oui,Parfois,4,Non,Pas du tout clairs,Glass sure lawyer win professor fish course bit something.,16
Elizabeth Fowler,7,Partiellement,1,Trop faciles,Toujours,Non,Jamais,1,Non,Peu clairs,High subject teach now economy half case.,16
Brittany Farmer,9,Oui,1,Trop difficiles,Souvent,Oui,Jamais,1,Non,Peu clairs,Use Congress entire join other market report speech man front from candidate.,16
Paula Moreno,2,Non,3,Trop difficiles,Rarement,Oui,Parfois,2,Oui,Très clairs,To live night sure gun rather bit they pick coach wish.,16
Fred Smith,10,Partiellement,5,Trop faciles,Rarement,Non,Parfois,1,Oui,Très clairs,Myself represent nice catch entire son rule speak type operation base.,16
Sherry Decker,6,Non,5,Trop difficiles,Souvent,Oui,Parfois,2,Oui,Très clairs,Whole art compare hold give south compare above.,16
Anthony Humphrey,3,Oui,3,Adaptées,Souvent,Non,Souvent,1,Non,Peu clairs,Story economy mission process another you thank outside anyone apply less.,16
Angelica Tucker,2,Non,5,Adaptées,Souvent,Oui,Parfois,2,Non,Pas du tout clairs,Probably decision mouth force military professor soldier along piece those summer our.,16
Philip Cannon,6,Non,1,Trop difficiles,Rarement,Oui,Souvent,1,Oui,Peu clairs,Data get debate these scientist college fall thank baby resource around return.,16
John Pierce,9,Non,3,Trop difficiles,Rarement,Non,Souvent,1,Oui,Pas du tout clairs,Certainly one begin major physical site early heart condition shoulder.,16
Shane Henderson,7,Oui,4,Adaptées,Souvent,Oui,Jamais,3,Oui,Assez clairs,Cover foreign already second technology let ground five.,16
Joshua Blair,8,Partiellement,3,Trop difficiles,Souvent,Oui,Parfois,1,Non,Pas du tout clairs,Because section get develop oil mission among.,16
Eric Carney,7,Non,4,Trop faciles,Toujours,Non,Souvent,1,Non,Pas du tout clairs,Television station heavy none kid sport least itself put building state nor.,16
Allison Hill,10,Partiellement,5,Trop difficiles,Souvent,Non,Souvent,1,Oui,Assez clairs,Company certain room air sister degree activity about worry.,17
Noah Rhodes,9,Partiellement,3,Trop faciles,Souvent,Oui,Souvent,3,Non,Très clairs,Across support apply see director professor some pattern wrong rest.,17
Angie Henderson,3,Oui,3,Trop difficiles,Rarement,Oui,Souvent,4,Non,Pas du tout clairs,Present series action understand physical year hair loss beat page.,17
Daniel Wagner,9,Partiellement,3,Adaptées,Toujours,Non,Parfois,2,Oui,Pas du tout clairs,When operation hair eye week art worry agreement this traditional tonight beyond believe.,17
Cristian Santos,7,Oui,5,Adaptées,Rarement,Oui,Jamais,1,Oui,Très clairs,Choice data child on our here everyone drive art interest.,17
Connie Lawrence,9,Oui,4,Trop difficiles,Toujours,Oui,Parfois,5,Non,Peu clairs,Wait fill beyond explain hand evening talk television space main gas single happy describe occur.,17
Abigail Shaffer,4,Oui,4,Trop faciles,Rarement,Oui,Jamais,5,Non,Pas du tout clairs,Executive father walk a something pay direction campaign candidate.,17
Gina Moore,9,Oui,3,Trop difficiles,Toujours,Oui,Parfois,3,Non,Pas du tout clairs,Chance site land run artist religious size nothing agent PM finally church approach total car.,17
Gabrielle Davis,4,Non,3,Trop difficiles,Toujours,Non,Souvent,2,Non,Assez clairs,Fall so guy everything discussion must tonight be thought have with finally do federal.,17
Ryan Munoz,8,Oui,2,Adaptées,Souvent,Oui,Souvent,4,Oui,Peu clairs,Whatever particularly community add the skill include.,17
Monica Herrera,10,Partiellement,5,Trop faciles,Toujours,Non,Jamais,3,Non,Assez clairs,Natural quickly allow sometimes be light finally.,17
Jamie Arnold,8,Partiellement,5,Trop difficiles,Rarement,Non,Jamais,1,Oui,Très clairs,Finally involve bit owner lay billion usually dinner produce they head process threat break up.,17
Lisa Hensley,7,Oui,5,Adaptées,Rarement,Oui,Jamais,3,Non,Peu clairs,Blue name home white address none anyone purpose there itself base benefit boy campaign.,17
Michele Williams,8,Partiellement,4,Trop faciles,Rarement,Oui,Souvent,2,Non,Assez clairs,Account popular explain whole somebody three last born individual certain page trouble.,17
Dylan Miller,10,Non,4,Adaptées,Toujours,Oui,Parfois,5,Non,Assez clairs,Two range military none middle your itself ground chair might yeah within allow exist.,17
Brian Ramirez,6,Oui,4,Trop faciles,Toujours,Non,Parfois,3,Non,Peu clairs,Send would with why fine future peace cause health candidate enough pick consider.,17
Holly Wood,6,Partiellement,4,Trop difficiles,Souvent,Non,Jamais,3,Non,Assez clairs,Eight report century rule as have probably despite may movement final pass myself whole less.,17
Derek Zuniga,10,Partiellement,5,Trop faciles,Toujours,Oui,Jamais,2,Oui,Très clairs,Perform stock beyond budget trouble for professor land space while score eye west apply.,17
Lisa Jackson,9,Non,3,Trop difficiles,Souvent,Non,Jamais,4,Oui,Pas du tout clairs,Answer different drop still determine ball operation last.,17
Carla Gray,7,Partiellement,5,Adaptées,Souvent,Non,Jamais,2,Oui,Peu clairs,Against professor study economic tax another movement dog dinner blue sit.,17
Margaret Hawkins DDS,3,Oui,4,Trop faciles,Toujours,Non,Souvent,5,Oui,Très clairs,Need economic million carry same five region your write.,17
Patty Perez,10,Partiellement,3,Adaptées,Toujours,Oui,Parfois,1,Non,Très clairs,Black shake base so democratic left town out me stuff enter strong answer.,17
Ethan Adams,6,Partiellement,2,Adaptées,Souvent,Oui,Parfois,2,Oui,Très clairs,Real in by home eat front in popular since theory modern.,17
Tommy Walter,9,Partiellement,5,Adaptées,Rarement,Non,Souvent,1,Non,Très clairs,Present within letter we I push blue truth.,17
Matthew Foster,10,Non,4,Trop difficiles,Rarement,Oui,Jamais,1,Non,Peu clairs,Away put writer high film reason into race religious account that surface environment other lose.,17
Judy Baker,2,Partiellement,2,Trop difficiles,Rarement,Non,Jamais,4,Non,Assez clairs,Pm well mother glass wind young theory show open quality plan themselves make pick physical.,17
Justin Baker,5,Non,2,Trop faciles,Toujours,Oui,Parfois,4,Non,Assez clairs,Which peace address situation enough security general while hand.,17
Stephanie Ross,3,Non,5,Adaptées,Rarement,Non,Souvent,5,Oui,Peu clairs,Lawyer account manage next contain produce certain both lay candidate military product.,17
Zachary Hicks,3,Non,5,Trop faciles,Souvent,Non,Parfois,4,Non,Pas du tout clairs,Identify including whose represent candidate myself tell above use war debate live manage.,17
Anthony Rodriguez,3,Non,4,Trop difficiles,Toujours,Non,Souvent,4,Oui,Très clairs,For choose sign crime commercial half show save window black recognize officer evidence.,17
Rebecca Henderson,10,Non,5,Trop difficiles,Toujours,Oui,Parfois,5,Oui,Peu clairs,Important writer because when upon away employee suddenly system box ask prepare.,17
James Ferrell,9,Non,2,Adaptées,Souvent,Oui,Jamais,3,Oui,Pas du tout clairs,Official city bar and mention cultural not morning world raise training.,17
Tricia Valencia,6,Partiellement,2,Trop difficiles,Toujours,Oui,Souvent,1,Non,Pas du tout clairs,Call huge live will fast middle decade fast support.,17
Nathan Maldonado,3,Non,5,Adaptées,Souvent,Non,Souvent,1,Oui,Très clairs,Fly easy audience raise across fill indicate now specific.,17
Debra Davidson,9,Oui,3,Adaptées,Toujours,Oui,Parfois,3,Non,Pas du tout clairs,Represent nature support light class conference politics majority choice.,17
Jeffrey Chavez,9,Partiellement,4,Adaptées,Toujours,Oui,Jamais,1,Non,Très clairs,Easy assume line coach discuss see knowledge build way recognize reduce.,17
Sherri Baker,8,Partiellement,2,Trop faciles,Souvent,Oui,Jamais,2,Non,Pas du tout clairs,How explain team decide recognize peace foot mission.,17
Cassandra Gaines,8,Partiellement,5,Trop difficiles,Souvent,Non,Souvent,5,Non,Pas du tout clairs,Voice officer center rate short picture many artist someone over subject everybody it follow heart performance.,17
Elizabeth Fowler,6,Oui,3,Trop faciles,Toujours,Oui,Jamais,1,Oui,Très clairs,Exist film personal peace responsibility rule simple challenge admit.,17
Brittany Farmer,5,Non,3,Trop difficiles,Toujours,Non,Souvent,5,Oui,Très clairs,Share car improve others be eat center evidence manager garden.,17
Paula Moreno,6,Non,3,Adaptées,Souvent,Oui,Jamais,2,Oui,Pas du tout clairs,Fall personal might already hard just interesting available indicate these first man financial.,17
Fred Smith,9,Non,2,Adaptées,Rarement,Oui,Jamais,3,Non,Très clairs,Professional three throw much language really ok job city dog style interview.,17
Sherry Decker,7,Oui,2,Trop difficiles,Rarement,Non,Parfois,4,Non,Très clairs,As standard practice reality account anyone teach central test education.,17
Anthony Humphrey,9,Non,5,Trop difficiles,Rarement,Non,Jamais,1,Oui,Pas du tout clairs,Ability customer word ground wait watch party pass.,17
Angelica Tucker,10,Non,5,Trop faciles,Souvent,Non,Parfois,1,Non,Peu clairs,Him particularly business state father deal listen agency anyone opportunity hundred.,17
Philip Cannon,9,Partiellement,5,Trop faciles,Toujours,Non,Souvent,2,Non,Peu clairs,Sell yeah then great rule turn of PM personal entire office scene attorney yourself father.,17
John Pierce,9,Oui,5,Trop faciles,Rarement,Non,Souvent,4,Oui,Peu clairs,Mouth official partner share yourself sea she wall forward look finally require hope debate explain.,17
Shane Henderson,8,Non,4,Adaptées,Toujours,Oui,Parfois,1,Non,Assez clairs,Gun else car economy challenge every TV city people model simply wind international.,17
Joshua Blair,4,Oui,3,Trop difficiles,Souvent,Oui,Parfois,4,Non,Assez clairs,Matter none language current shoulder bar key generation large theory economic.,17
Eric Carney,5,Partiellement,2,Trop faciles,Souvent,Non,Parfois,2,Oui,Très clairs,Raise doctor soon red pressure safe board paper example know memory recognize dinner miss seat.,17
Allison Hill,1,Non,3,Trop faciles,Rarement,Oui,Jamais,5,Oui,Pas du tout clairs,Bill interesting book herself people product full find debate risk live.,18
Noah Rhodes,4,Non,2,Trop faciles,Rarement,Non,Jamais,5,Oui,Très clairs,Decision capital property collection notice event up close.,18
Angie Henderson,7,Non,1,Trop faciles,Rarement,Oui,Souvent,1,Oui,Assez clairs,Child break glass statement fly natural nearly church trouble direction list black wish probably return.,18
Daniel Wagner,1,Oui,2,Trop faciles,Rarement,Non,Souvent,4,Non,Très clairs,Result why point until here apply painting very son discover level by recent.,18
Cristian Santos,2,Partiellement,2,Adaptées,Toujours,Oui,Jamais,4,Non,Très clairs,Pull cup section feel sure morning answer whole eight look evening fire the lay attack.,18
Connie Lawrence,3,Non,2,Adaptées,Rarement,Oui,Jamais,3,Non,Pas du tout clairs,Environment only number company among outside travel organization interview food force collection.,18
Abigail Shaffer,5,Partiellement,1,Trop faciles,Rarement,Non,Jamais,2,Non,Pas du tout clairs,Federal far present few every enter growth.,18
Gina Moore,6,Non,4,Trop difficiles,Souvent,Oui,Parfois,2,Oui,Très clairs,Walk point rather ready before citizen support property shake.,18
Gabrielle Davis,1,Non,2,Adaptées,Toujours,Non,Jamais,4,Oui,Assez clairs,Single oil opportunity statement entire certain pattern boy.,18
Ryan Munoz,9,Oui,4,Adaptées,Souvent,Non,Souvent,5,Non,Peu clairs,Whatever from military sound beautiful anything already check win guy firm growth.,18
Monica Herrera,5,Oui,2,Trop difficiles,Rarement,Oui,Souvent,4,Non,Assez clairs,Choice hard free future memory top break woman.,18
Jamie Arnold,8,Partiellement,4,Trop difficiles,Souvent,Non,Souvent,4,Oui,Peu clairs,Nothing garden once down individual parent half partner recently.,18
Lisa Hensley,1,Oui,4,Adaptées,Souvent,Oui,Souvent,5,Non,Assez clairs,Skin accept image thus at owner when short help me scientist despite boy within.,18
Michele Williams,1,Partiellement,4,Adaptées,Rarement,Non,Souvent,2,Oui,Très clairs,Management range effect off this one news recently address hair positive news for.,18
Dylan Miller,8,Partiellement,2,Trop faciles,Souvent,Non,Souvent,1,Oui,Peu clairs,Effort then beautiful tend popular similar already article hospital responsibility magazine.,18
Brian Ramirez,4,Partiellement,4,Adaptées,Toujours,Oui,Souvent,1,Non,Peu clairs,Tend after yeah contain newspaper us young they like father movie hundred perhaps.,18
Holly Wood,9,Partiellement,1,Adaptées,Souvent,Oui,Souvent,5,Oui,Peu clairs,Sense determine market together society plan fly raise.,18
Derek Zuniga,4,Non,4,Trop difficiles,Toujours,Non,Souvent,2,Oui,Peu clairs,List time program receive kid authority arm green.,18
Lisa Jackson,8,Partiellement,1,Adaptées,Souvent,Oui,Jamais,4,Non,Très clairs,Treat wind hundred anyone clearly my can series green lawyer describe soldier news concern.,18
Carla Gray,1,Oui,3,Trop faciles,Souvent,Oui,Parfois,1,Non,Pas du tout clairs,Hand catch police city beyond world save foot subject animal cause language this option leader same.,18
Margaret Hawkins DDS,9,Partiellement,4,Adaptées,Souvent,Non,Souvent,4,Non,Pas du tout clairs,Listen economic character might oil age house field suggest west positive federal deal force everything.,18
Patty Perez,6,Oui,1,Trop difficiles,Toujours,Non,Souvent,4,Oui,Très clairs,Lose close impact computer first most brother those whom resource notice also.,18
Ethan Adams,3,Non,3,Trop faciles,Rarement,Oui,Souvent,3,Oui,Pas du tout clairs,Perhaps national drop pretty require movement base heavy local ground language director message industry.,18
Tommy Walter,1,Oui,2,Trop difficiles,Souvent,Oui,Souvent,2,Oui,Peu clairs,Start outside produce capital tonight time art.,18
Matthew Foster,4,Non,2,Adaptées,Souvent,Oui,Jamais,2,Non,Très clairs,Paper drop bad over way scene significant benefit behavior mention sell.,18
Judy Baker,4,Non,1,Trop faciles,Rarement,Non,Jamais,1,Non,Très clairs,Section garden station certain future view question cost shoulder window reason size two activity check.,18
Justin Baker,1,Non,3,Trop difficiles,Souvent,Non,Parfois,4,Non,Assez clairs,Do sign citizen could modern defense then article pick.,18
Stephanie Ross,2,Partiellement,3,Adaptées,Rarement,Non,Jamais,3,Oui,Pas du tout clairs,National believe sister computer air loss contain reveal ago however.,18
Zachary Hicks,6,Oui,3,Adaptées,Rarement,Oui,Souvent,4,Non,Très clairs,International national create hour store say paper first beautiful paper with ask study experience rock Republican.,18
Anthony Rodriguez,2,Partiellement,1,Trop difficiles,Rarement,Non,Souvent,1,Oui,Assez clairs,Account soon important along stop be wind sometimes.,18
Rebecca Henderson,9,Partiellement,4,Trop faciles,Rarement,Oui,Parfois,5,Oui,Très clairs,Right return seven home lot pick enough direction change mention wear back rise final.,18
James Ferrell,8,Oui,1,Adaptées,Toujours,Oui,Souvent,5,Non,Très clairs,Often character role seat call develop investment election form.,18
Tricia Valencia,8,Partiellement,2,Adaptées,Rarement,Oui,Parfois,1,Non,Pas du tout clairs,Reason always create both happy receive hot whatever those amount camera enough along.,18
Nathan Maldonado,2,Non,1,Trop difficiles,Souvent,Non,Parfois,1,Oui,Très clairs,Sure free price often whole he direction.,18
Debra Davidson,8,Oui,2,Trop faciles,Toujours,Non,Jamais,2,Non,Pas du tout clairs,Charge report system use ago yeah reduce analysis may range.,18
Jeffrey Chavez,2,Oui,4,Adaptées,Toujours,Oui,Souvent,1,Non,Pas du tout clairs,According night rest new without go perhaps soldier pick huge my.,18
Sherri Baker,1,Non,1,Adaptées,Souvent,Non,Parfois,1,Oui,Assez clairs,Quickly color suffer election bit operation best point.,18
Cassandra Gaines,3,Partiellement,4,Trop faciles,Souvent,Non,Jamais,3,Oui,Peu clairs,Voice discover center successful year order during after car knowledge.,18
Elizabeth Fowler,7,Partiellement,3,Trop faciles,Souvent,Oui,Parfois,2,Oui,Peu clairs,Per relate free minute recently five reason accept clear after deal office commercial watch.,18
Brittany Farmer,8,Partiellement,1,Trop faciles,Rarement,Oui,Parfois,5,Non,Pas du tout clairs,Son radio factor seven sit tax policy particular.,18
Paula Moreno,1,Partiellement,4,Trop faciles,Toujours,Non,Souvent,2,Oui,Pas du tout clairs,Adult scene bed whom near against federal.,18
Fred Smith,8,Non,1,Trop faciles,Souvent,Non,Souvent,2,Oui,Très clairs,List current main bad under home drug.,18
Sherry Decker,7,Non,4,Adaptées,Rarement,Non,Parfois,2,Non,Très clairs,Leader nice account tough meeting investment although public charge pressure force.,18
Anthony Humphrey,2,Partiellement,4,Trop difficiles,Toujours,Non,Jamais,4,Oui,Assez clairs,Them of that forward everything chance may push owner somebody cultural fund.,18
Angelica Tucker,8,Non,3,Trop faciles,Rarement,Non,Souvent,3,Non,Pas du tout clairs,Something pass high newspaper ball those represent account huge guess hear.,18
Philip Cannon,4,Oui,2,Adaptées,Toujours,Non,Souvent,3,Oui,Assez clairs,Soldier three member perform design discussion among research space experience.,18
John Pierce,1,Partiellement,3,Trop faciles,Toujours,Oui,Parfois,5,Non,Pas du tout clairs,Land change more meeting consider language hope finish standard police.,18
Shane Henderson,8,Oui,1,Trop difficiles,Toujours,Non,Souvent,1,Non,Pas du tout clairs,Local address box through sort table memory country major.,18
Joshua Blair,9,Non,3,Trop faciles,Rarement,Oui,Jamais,4,Non,Assez clairs,Inside popular make continue then education tell election couple.,18
Eric Carney,7,Oui,1,Trop difficiles,Toujours,Non,Souvent,3,Oui,Très clairs,Along wide hope should item past card realize charge themselves contain ten size.,18
Allison Hill,10,Partiellement,3,Trop difficiles,Toujours,Oui,Parfois,3,Oui,Peu clairs,Safe up but center poor sister exactly spring.,19
Noah Rhodes,8,Partiellement,5,Trop faciles,Toujours,Oui,Souvent,4,Oui,Peu clairs,Hair us mission lot between clear positive you project thing.,19
Angie Henderson,10,Partiellement,4,Trop faciles,Rarement,Oui,Souvent,5,Oui,Très clairs,System pressure account TV sound quite clearly.,19
Daniel Wagner,10,Oui,1,Trop faciles,Souvent,Oui,Souvent,3,Oui,Très clairs,Shake step data member husband eye seven affect.,19
Cristian Santos,9,Partiellement,3,Trop difficiles,Rarement,Non,Jamais,4,Oui,Peu clairs,Offer beyond step themselves care hard free set so all.,19
Connie Lawrence,7,Non,3,Trop faciles,Rarement,Non,Parfois,3,Oui,Assez clairs,Stock serve go always TV suddenly financial statement.,19
Abigail Shaffer,1,Non,4,Trop difficiles,Souvent,Non,Jamais,4,Oui,Peu clairs,Vote health similar want financial common story.,19
Gina Moore,2,Partiellement,1,Trop difficiles,Toujours,Non,Jamais,2,Oui,Assez clairs,Media while myself sing minute bank generation big hot space production next important.,19
Gabrielle Davis,6,Non,1,Trop difficiles,Rarement,Oui,Jamais,4,Non,Très clairs,Hold career fear option every special lead heavy contain pattern indicate campaign include.,19
Ryan Munoz,10,Partiellement,3,Adaptées,Toujours,Oui,Parfois,2,Non,Très clairs,Bed main actually table whose executive card lawyer break.,19
Monica Herrera,6,Partiellement,2,Trop faciles,Rarement,Non,Jamais,4,Oui,Très clairs,However wait happen take high media agent authority your picture field.,19
Jamie Arnold,1,Oui,4,Adaptées,Rarement,Oui,Jamais,1,Non,Très clairs,Scene class spend measure real blood arm.,19
Lisa Hensley,5,Partiellement,4,Trop faciles,Toujours,Oui,Souvent,1,Non,Pas du tout clairs,Plant pretty interesting art scene somebody suffer financial husband agency sure his.,19
Michele Williams,7,Oui,5,Adaptées,Toujours,Oui,Parfois,4,Non,Pas du tout clairs,Through single scientist lose those individual attorney recently budget feel claim.,19
Dylan Miller,10,Partiellement,1,Adaptées,Rarement,Oui,Parfois,5,Non,Assez clairs,Challenge level international traditional rest me easy knowledge serve rise.,19
Brian Ramirez,2,Oui,1,Trop difficiles,Rarement,Oui,Souvent,2,Oui,Peu clairs,Admit world say style box kid police necessary evidence west two couple space sort dream where.,19
Holly Wood,6,Non,4,Trop difficiles,Rarement,Non,Jamais,2,Oui,Très clairs,Leg people possible medical drug bag field provide out different painting somebody car house business than.,19
Derek Zuniga,1,Oui,3,Trop difficiles,Souvent,Non,Parfois,5,Oui,Assez clairs,Stage beyond read operation trade kind send worry.,19
Lisa Jackson,8,Non,5,Adaptées,Souvent,Non,Jamais,5,Oui,Très clairs,Why these decision early finally show analysis.,19
Carla Gray,4,Partiellement,5,Trop faciles,Souvent,Non,Jamais,2,Oui,Très clairs,Dream join main remember light beautiful bar meet check that above seat able good spring.,19
Margaret Hawkins DDS,6,Oui,4,Trop difficiles,Rarement,Non,Souvent,3,Non,Peu clairs,College language federal anyone fish pattern finish mean week.,19
Patty Perez,7,Non,2,Trop faciles,Souvent,Oui,Parfois,2,Oui,Assez clairs,Soon treatment major new police light enjoy answer movement.,19
Ethan Adams,4,Non,5,Trop faciles,Toujours,Non,Souvent,3,Non,Assez clairs,Side throughout sound hard stage lawyer choice.,19
Tommy Walter,7,Oui,1,Adaptées,Toujours,Oui,Parfois,1,Oui,Assez clairs,Dinner either dinner exist house product miss experience home type.,19
Matthew Foster,5,Non,2,Trop difficiles,Rarement,Non,Jamais,1,Oui,Assez clairs,Fly provide something arm western fill family can.,19
Judy Baker,5,Oui,2,Adaptées,Rarement,Oui,Parfois,5,Oui,Assez clairs,Wall chance knowledge card white glass these single scene section responsibility so true far each expert.,19
Justin Baker,4,Oui,2,Adaptées,Toujours,Oui,Souvent,2,Non,Très clairs,American piece travel collection first then town director popular look professional car space consider parent.,19
Stephanie Ross,6,Oui,3,Adaptées,Toujours,Non,Parfois,2,Non,Très clairs,Bill machine debate who another side gun him could describe similar.,19
Zachary Hicks,2,Oui,2,Trop faciles,Toujours,Non,Souvent,3,Non,Pas du tout clairs,Discover summer cut high ten reflect among window professor baby.,19
Anthony Rodriguez,4,Oui,5,Trop difficiles,Toujours,Non,Jamais,3,Oui,Très clairs,Decade thus final focus yard traditional recently.,19
Rebecca Henderson,5,Oui,5,Trop difficiles,Souvent,Oui,Souvent,1,Non,Très clairs,Clear wait here week million see plan dog price.,19
James Ferrell,3,Partiellement,4,Trop difficiles,Rarement,Non,Parfois,5,Non,Assez clairs,Back wall camera point kid time suddenly someone drop person item particularly rate.,19
